"TIME","GEO","INDIC_IS","UNIT","IND_TYPE","Value","Flag and Footnotes"
"2020","European Union - 25 countries (2004-2006)","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","European Union - 15 countries (1995-2004)","Last internet use: in last 3 months","Percentage of individuals","All Individuals",":",""
"2020","European Union - 15 countries (1995-2004)","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","European Union - 15 countries (1995-2004)","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals",":",""
"2020","European Union - 15 countries (1995-2004)","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","European Union - 15 countries (1995-2004)","Last internet use: in the last 12 months","Percentage of individuals","All Individuals",":",""
"2020","European Union - 15 countries (1995-2004)","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","European Union - 15 countries (1995-2004)","Last internet use: more than a year ago","Percentage of individuals","All Individuals",":",""
"2020","European Union - 15 countries (1995-2004)","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","European Union - 15 countries (1995-2004)","Individuals who have ever used the internet","Percentage of individuals","All Individuals",":",""
"2020","European Union - 15 countries (1995-2004)","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","European Union - 15 countries (1995-2004)","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals",":",""
"2020","European Union - 15 countries (1995-2004)","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","European Union - 15 countries (1995-2004)","Internet use: never","Percentage of individuals","All Individuals",":",""
"2020","European Union - 15 countries (1995-2004)","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Last internet use: in last 3 months","Percentage of individuals","All Individuals","88","e"
"2020","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1","e"
"2020","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1","e"
"2020","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","90","e"
"2020","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Last internet use: more than a year ago","Percentage of individuals","All Individuals","2","e"
"2020","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Individuals who have ever used the internet","Percentage of individuals","All Individuals","91","e"
"2020","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","10","e"
"2020","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Internet use: never","Percentage of individuals","All Individuals","8","e"
"2020","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Belgium","Last internet use: in last 3 months","Percentage of individuals","All Individuals","92",""
"2020","Belgium","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Belgium","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2020","Belgium","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1",""
"2020","Belgium","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","92",""
"2020","Belgium","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Belgium","Last internet use: more than a year ago","Percentage of individuals","All Individuals","2",""
"2020","Belgium","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Belgium","Individuals who have ever used the internet","Percentage of individuals","All Individuals","94",""
"2020","Belgium","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Belgium","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","8",""
"2020","Belgium","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Belgium","Internet use: never","Percentage of individuals","All Individuals","6",""
"2020","Belgium","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Bulgaria","Last internet use: in last 3 months","Percentage of individuals","All Individuals","70",""
"2020","Bulgaria","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Bulgaria","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","4",""
"2020","Bulgaria","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","6",""
"2020","Bulgaria","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","74",""
"2020","Bulgaria","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Bulgaria","Last internet use: more than a year ago","Percentage of individuals","All Individuals","5",""
"2020","Bulgaria","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Bulgaria","Individuals who have ever used the internet","Percentage of individuals","All Individuals","79",""
"2020","Bulgaria","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Bulgaria","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","26",""
"2020","Bulgaria","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Bulgaria","Internet use: never","Percentage of individuals","All Individuals","21",""
"2020","Bulgaria","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Czechia","Last internet use: in last 3 months","Percentage of individuals","All Individuals","88",""
"2020","Czechia","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Czechia","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2020","Czechia","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","2",""
"2020","Czechia","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","89",""
"2020","Czechia","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Czechia","Last internet use: more than a year ago","Percentage of individuals","All Individuals","3",""
"2020","Czechia","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Czechia","Individuals who have ever used the internet","Percentage of individuals","All Individuals","92",""
"2020","Czechia","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Czechia","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","11",""
"2020","Czechia","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Czechia","Internet use: never","Percentage of individuals","All Individuals","8",""
"2020","Czechia","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Denmark","Last internet use: in last 3 months","Percentage of individuals","All Individuals","99",""
"2020","Denmark","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Denmark","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","0","n"
"2020","Denmark","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","0","n"
"2020","Denmark","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","99",""
"2020","Denmark","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Denmark","Last internet use: more than a year ago","Percentage of individuals","All Individuals","0","n"
"2020","Denmark","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Denmark","Individuals who have ever used the internet","Percentage of individuals","All Individuals","99",""
"2020","Denmark","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Denmark","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","1",""
"2020","Denmark","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Denmark","Internet use: never","Percentage of individuals","All Individuals","1",""
"2020","Denmark","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Germany (until 1990 former territory of the FRG)","Last internet use: in last 3 months","Percentage of individuals","All Individuals","94",""
"2020","Germany (until 1990 former territory of the FRG)","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Germany (until 1990 former territory of the FRG)","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2020","Germany (until 1990 former territory of the FRG)","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1",""
"2020","Germany (until 1990 former territory of the FRG)","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","95",""
"2020","Germany (until 1990 former territory of the FRG)","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Germany (until 1990 former territory of the FRG)","Last internet use: more than a year ago","Percentage of individuals","All Individuals","1",""
"2020","Germany (until 1990 former territory of the FRG)","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Germany (until 1990 former territory of the FRG)","Individuals who have ever used the internet","Percentage of individuals","All Individuals","96",""
"2020","Germany (until 1990 former territory of the FRG)","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Germany (until 1990 former territory of the FRG)","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","5",""
"2020","Germany (until 1990 former territory of the FRG)","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Germany (until 1990 former territory of the FRG)","Internet use: never","Percentage of individuals","All Individuals","4",""
"2020","Germany (until 1990 former territory of the FRG)","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Estonia","Last internet use: in last 3 months","Percentage of individuals","All Individuals","89",""
"2020","Estonia","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Estonia","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2020","Estonia","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1",""
"2020","Estonia","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","90",""
"2020","Estonia","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Estonia","Last internet use: more than a year ago","Percentage of individuals","All Individuals","1",""
"2020","Estonia","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Estonia","Individuals who have ever used the internet","Percentage of individuals","All Individuals","91",""
"2020","Estonia","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Estonia","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","10",""
"2020","Estonia","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Estonia","Internet use: never","Percentage of individuals","All Individuals","9",""
"2020","Estonia","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Ireland","Last internet use: in last 3 months","Percentage of individuals","All Individuals","91",""
"2020","Ireland","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Ireland","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2020","Ireland","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1",""
"2020","Ireland","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","92",""
"2020","Ireland","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Ireland","Last internet use: more than a year ago","Percentage of individuals","All Individuals","2",""
"2020","Ireland","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Ireland","Individuals who have ever used the internet","Percentage of individuals","All Individuals","94",""
"2020","Ireland","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Ireland","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","8",""
"2020","Ireland","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Ireland","Internet use: never","Percentage of individuals","All Individuals","6",""
"2020","Ireland","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Greece","Last internet use: in last 3 months","Percentage of individuals","All Individuals","78",""
"2020","Greece","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Greece","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2020","Greece","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1",""
"2020","Greece","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","79",""
"2020","Greece","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Greece","Last internet use: more than a year ago","Percentage of individuals","All Individuals","1",""
"2020","Greece","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Greece","Individuals who have ever used the internet","Percentage of individuals","All Individuals","80",""
"2020","Greece","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Greece","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","21",""
"2020","Greece","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Greece","Internet use: never","Percentage of individuals","All Individuals","20",""
"2020","Greece","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Spain","Last internet use: in last 3 months","Percentage of individuals","All Individuals","93",""
"2020","Spain","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Spain","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","0","n"
"2020","Spain","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","0","n"
"2020","Spain","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","93",""
"2020","Spain","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Spain","Last internet use: more than a year ago","Percentage of individuals","All Individuals","1",""
"2020","Spain","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Spain","Individuals who have ever used the internet","Percentage of individuals","All Individuals","94",""
"2020","Spain","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Spain","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","7",""
"2020","Spain","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Spain","Internet use: never","Percentage of individuals","All Individuals","6",""
"2020","Spain","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","France","Last internet use: in last 3 months","Percentage of individuals","All Individuals",":",""
"2020","France","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","France","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals",":",""
"2020","France","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","France","Last internet use: in the last 12 months","Percentage of individuals","All Individuals",":",""
"2020","France","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","France","Last internet use: more than a year ago","Percentage of individuals","All Individuals",":",""
"2020","France","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","France","Individuals who have ever used the internet","Percentage of individuals","All Individuals",":",""
"2020","France","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","France","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals",":",""
"2020","France","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","France","Internet use: never","Percentage of individuals","All Individuals",":",""
"2020","France","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Croatia","Last internet use: in last 3 months","Percentage of individuals","All Individuals","78",""
"2020","Croatia","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Croatia","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2020","Croatia","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","2",""
"2020","Croatia","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","80",""
"2020","Croatia","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Croatia","Last internet use: more than a year ago","Percentage of individuals","All Individuals","3",""
"2020","Croatia","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Croatia","Individuals who have ever used the internet","Percentage of individuals","All Individuals","83",""
"2020","Croatia","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Croatia","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","20",""
"2020","Croatia","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Croatia","Internet use: never","Percentage of individuals","All Individuals","17",""
"2020","Croatia","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Italy","Last internet use: in last 3 months","Percentage of individuals","All Individuals",":",""
"2020","Italy","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Italy","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals",":",""
"2020","Italy","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Italy","Last internet use: in the last 12 months","Percentage of individuals","All Individuals",":",""
"2020","Italy","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Italy","Last internet use: more than a year ago","Percentage of individuals","All Individuals",":",""
"2020","Italy","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Italy","Individuals who have ever used the internet","Percentage of individuals","All Individuals",":",""
"2020","Italy","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Italy","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals",":",""
"2020","Italy","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Italy","Internet use: never","Percentage of individuals","All Individuals",":",""
"2020","Italy","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Cyprus","Last internet use: in last 3 months","Percentage of individuals","All Individuals","91",""
"2020","Cyprus","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Cyprus","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","0","n"
"2020","Cyprus","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","0","n"
"2020","Cyprus","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","91",""
"2020","Cyprus","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Cyprus","Last internet use: more than a year ago","Percentage of individuals","All Individuals","0","n"
"2020","Cyprus","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Cyprus","Individuals who have ever used the internet","Percentage of individuals","All Individuals","91",""
"2020","Cyprus","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Cyprus","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","9",""
"2020","Cyprus","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Cyprus","Internet use: never","Percentage of individuals","All Individuals","9",""
"2020","Cyprus","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Latvia","Last internet use: in last 3 months","Percentage of individuals","All Individuals","89",""
"2020","Latvia","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Latvia","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2020","Latvia","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1",""
"2020","Latvia","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","90",""
"2020","Latvia","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Latvia","Last internet use: more than a year ago","Percentage of individuals","All Individuals","2",""
"2020","Latvia","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Latvia","Individuals who have ever used the internet","Percentage of individuals","All Individuals","92",""
"2020","Latvia","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Latvia","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","10",""
"2020","Latvia","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Latvia","Internet use: never","Percentage of individuals","All Individuals","8",""
"2020","Latvia","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Lithuania","Last internet use: in last 3 months","Percentage of individuals","All Individuals","83",""
"2020","Lithuania","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Lithuania","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2020","Lithuania","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1",""
"2020","Lithuania","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","84",""
"2020","Lithuania","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Lithuania","Last internet use: more than a year ago","Percentage of individuals","All Individuals","3",""
"2020","Lithuania","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Lithuania","Individuals who have ever used the internet","Percentage of individuals","All Individuals","86",""
"2020","Lithuania","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Lithuania","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","16",""
"2020","Lithuania","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Lithuania","Internet use: never","Percentage of individuals","All Individuals","14",""
"2020","Lithuania","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Luxembourg","Last internet use: in last 3 months","Percentage of individuals","All Individuals","98",""
"2020","Luxembourg","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Luxembourg","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","0","n"
"2020","Luxembourg","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","0","n"
"2020","Luxembourg","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","99",""
"2020","Luxembourg","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Luxembourg","Last internet use: more than a year ago","Percentage of individuals","All Individuals","0","n"
"2020","Luxembourg","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Luxembourg","Individuals who have ever used the internet","Percentage of individuals","All Individuals","99",""
"2020","Luxembourg","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Luxembourg","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","1",""
"2020","Luxembourg","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Luxembourg","Internet use: never","Percentage of individuals","All Individuals","1",""
"2020","Luxembourg","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Hungary","Last internet use: in last 3 months","Percentage of individuals","All Individuals","85",""
"2020","Hungary","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Hungary","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2020","Hungary","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","2",""
"2020","Hungary","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","86",""
"2020","Hungary","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Hungary","Last internet use: more than a year ago","Percentage of individuals","All Individuals","1",""
"2020","Hungary","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Hungary","Individuals who have ever used the internet","Percentage of individuals","All Individuals","88",""
"2020","Hungary","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Hungary","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","14",""
"2020","Hungary","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Hungary","Internet use: never","Percentage of individuals","All Individuals","12",""
"2020","Hungary","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Malta","Last internet use: in last 3 months","Percentage of individuals","All Individuals","87",""
"2020","Malta","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Malta","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","0","n"
"2020","Malta","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","0","n"
"2020","Malta","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","87",""
"2020","Malta","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Malta","Last internet use: more than a year ago","Percentage of individuals","All Individuals","0","n"
"2020","Malta","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Malta","Individuals who have ever used the internet","Percentage of individuals","All Individuals","88",""
"2020","Malta","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Malta","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","13",""
"2020","Malta","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Malta","Internet use: never","Percentage of individuals","All Individuals","12",""
"2020","Malta","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Netherlands","Last internet use: in last 3 months","Percentage of individuals","All Individuals","94",""
